State of Residence,County of Residence,Year,Births,Birth Rate,Fertility Rate
Maryland,"Howard County, MD",,13853,21.7,110.75
Maryland,"Montgomery County, MD",2016,13123,12.57,64.3
Maryland,"Montgomery County, MD",2017,12681,11.98,61.56
Maryland,"Montgomery County, MD",2018,12401,Not Available,Not Available
Maryland,"Montgomery County, MD",2019,12064,Not Available,Not Available
Maryland,"Montgomery County, MD",,50269,23.91,122.58
Maryland,"Prince George's County, MD",2016,12296,13.54,64.59
Maryland,"Prince George's County, MD",2017,12393,13.58,65.47
Maryland,"Prince George's County, MD",2018,12159,Not Available,Not Available
Maryland,"Prince George's County, MD",2019,11803,Not Available,Not Available
Maryland,"Prince George's County, MD",,48651,26.72,128.14
Maryland,"St. Mary's County, MD",2016,1425,12.66,63.89
Maryland,"St. Mary's County, MD",2017,1352,12,60.65
Maryland,"St. Mary's County, MD",2018,1328,Not Available,Not Available
Maryland,"St. Mary's County, MD",2019,1369,Not Available,Not Available
Maryland,"St. Mary's County, MD",,5474,24.3,122.75
Maryland,"Washington County, MD",2016,1694,11.27,65.49
Maryland,"Washington County, MD",2017,1638,10.88,63.59
Maryland,"Washington County, MD",2018,1686,Not Available,Not Available
Maryland,"Washington County, MD",2019,1657,Not Available,Not Available
Maryland,"Washington County, MD",,6675,22.19,129.3
Maryland,"Baltimore city, MD",2016,8504,13.84,59.72
Maryland,"Baltimore city, MD",2017,7941,12.98,56.32
Maryland,"Baltimore city, MD",2018,7681,Not Available,Not Available
Maryland,"Baltimore city, MD",2019,7707,Not Available,Not Available
Maryland,"Baltimore city, MD",,31833,25.96,112.32
Maryland,"Unidentified Counties, MD",2016,5527,10.16,56.92
Maryland,"Unidentified Counties, MD",2017,5464,10.04,56.48
Maryland,"Unidentified Counties, MD",2018,5451,0.9,4.59
Maryland,"Unidentified Counties, MD",2019,5466,0.9,4.61
Maryland,"Unidentified Counties, MD",,21908,1.66,8.54
Maryland,,,286035,11.84,60.1
Massachusetts,"Barnstable County, MA",2016,1601,7.47,56.09
Massachusetts,"Barnstable County, MA",2017,1546,7.24,54.56
Massachusetts,"Barnstable County, MA",2018,1496,Not Available,Not Available
Massachusetts,"Barnstable County, MA",2019,1474,Not Available,Not Available
Massachusetts,"Barnstable County, MA",,6117,14.3,107.54
Massachusetts,"Berkshire County, MA",2016,1027,8.09,47.81
Massachusetts,"Berkshire County, MA",2017,993,7.86,46.84
Massachusetts,"Berkshire County, MA",2018,1002,Not Available,Not Available
Massachusetts,"Berkshire County, MA",2019,887,Not Available,Not Available
Massachusetts,"Berkshire County, MA",,3909,15.44,91.58
Massachusetts,"Bristol County, MA",2016,5643,10.11,52.95
Massachusetts,"Bristol County, MA",2017,5733,10.21,53.64
Massachusetts,"Bristol County, MA",2018,5487,Not Available,Not Available
Massachusetts,"Bristol County, MA",2019,5548,Not Available,Not Available
Massachusetts,"Bristol County, MA",,22411,20.01,104.99
Massachusetts,"Essex County, MA",2016,8386,10.76,57.44
Massachusetts,"Essex County, MA",2017,8655,11.02,58.78
Massachusetts,"Essex County, MA",2018,8377,Not Available,Not Available
Massachusetts,"Essex County, MA",2019,8492,Not Available,Not Available
Massachusetts,"Essex County, MA",,33910,21.68,115.63
Massachusetts,"Hampden County, MA",2016,4956,10.58,53.45
Massachusetts,"Hampden County, MA",2017,4975,10.59,53.75
Massachusetts,"Hampden County, MA",2018,4926,Not Available,Not Available
Massachusetts,"Hampden County, MA",2019,4777,Not Available,Not Available
Massachusetts,"Hampden County, MA",,19634,20.93,105.97
Massachusetts,"Hampshire County, MA",2016,1009,6.24,24.88
Massachusetts,"Hampshire County, MA",2017,1003,6.2,24.68
Massachusetts,"Hampshire County, MA",2018,948,Not Available,Not Available
Massachusetts,"Hampshire County, MA",2019,982,Not Available,Not Available
Massachusetts,"Hampshire County, MA",,3942,12.18,48.55
Massachusetts,"Middlesex County, MA",2016,17198,10.82,52.1
Massachusetts,"Middlesex County, MA",2017,16736,10.44,50.26
Massachusetts,"Middlesex County, MA",2018,16603,Not Available,Not Available
Massachusetts,"Middlesex County, MA",2019,16324,Not Available,Not Available
Massachusetts,"Middlesex County, MA",,66861,20.94,100.83
Massachusetts,"Norfolk County, MA",2016,7341,10.53,54.61
Massachusetts,"Norfolk County, MA",2017,7134,10.19,52.92
Massachusetts,"Norfolk County, MA",2018,7033,Not Available,Not Available
Massachusetts,"Norfolk County, MA",2019,7258,Not Available,Not Available
Massachusetts,"Norfolk County, MA",,28766,20.58,106.84
Massachusetts,"Plymouth County, MA",2016,5135,10,56.98
Massachusetts,"Plymouth County, MA",2017,5189,10.07,57.47
Massachusetts,"Plymouth County, MA",2018,5028,Not Available,Not Available
Massachusetts,"Plymouth County, MA",2019,5232,Not Available,Not Available
Massachusetts,"Plymouth County, MA",,20584,20.01,114.09
Massachusetts,"Suffolk County, MA",2016,9384,11.97,44.91
Massachusetts,"Suffolk County, MA",2017,9359,11.73,44.07
Massachusetts,"Suffolk County, MA",2018,9072,Not Available,Not Available
Massachusetts,"Suffolk County, MA",2019,8792,Not Available,Not Available
Massachusetts,"Suffolk County, MA",,36607,23.14,86.89
Massachusetts,"Worcester County, MA",2016,8678,10.59,55.24
Massachusetts,"Worcester County, MA",2017,8513,10.3,53.85
Massachusetts,"Worcester County, MA",2018,8335,Not Available,Not Available
Massachusetts,"Worcester County, MA",2019,8491,Not Available,Not Available
Massachusetts,"Worcester County, MA",,34017,20.67,107.93
Massachusetts,"Unidentified Counties, MA",2016,959,9.72,58.12
Massachusetts,"Unidentified Counties, MA",2017,866,8.72,52.78
Massachusetts,"Unidentified Counties, MA",2018,802,0.12,0.57
Massachusetts,"Unidentified Counties, MA",2019,860,0.12,0.62
Massachusetts,"Unidentified Counties, MA",,3487,0.25,1.24
Massachusetts,,,280245,10.2,50.54
Michigan,"Allegan County, MI",2016,1364,11.8,67.19
Michigan,"Allegan County, MI",2017,1306,11.22,63.58
Michigan,"Allegan County, MI",2018,1416,Not Available,Not Available
Michigan,"Allegan County, MI",2019,1305,Not Available,Not Available
Michigan,"Allegan County, MI",,5391,23.24,131.99
Michigan,"Bay County, MI",2016,1061,10.13,59.02
Michigan,"Bay County, MI",2017,1009,9.68,56.49
Michigan,"Bay County, MI",2018,947,Not Available,Not Available
Michigan,"Bay County, MI",2019,925,Not Available,Not Available
Michigan,"Bay County, MI",,3942,18.86,110
Michigan,"Berrien County, MI",2016,1720,11.17,64.05
Michigan,"Berrien County, MI",2017,1737,11.26,65.22
Michigan,"Berrien County, MI",2018,1674,Not Available,Not Available
Michigan,"Berrien County, MI",2019,1611,Not Available,Not Available
Michigan,"Berrien County, MI",,6742,21.87,126.05
Michigan,"Calhoun County, MI",2016,1660,12.35,66.84
Michigan,"Calhoun County, MI",2017,1535,11.44,61.81
Michigan,"Calhoun County, MI",2018,1537,Not Available,Not Available
Michigan,"Calhoun County, MI",2019,1471,Not Available,Not Available
Michigan,"Calhoun County, MI",,6203,23.1,124.88
Michigan,"Eaton County, MI",2016,1139,10.43,56.92
Michigan,"Eaton County, MI",2017,1097,10.06,54.79
Michigan,"Eaton County, MI",2018,1106,Not Available,Not Available
Michigan,"Eaton County, MI",2019,1094,Not Available,Not Available
Michigan,"Eaton County, MI",,4436,20.33,110.81
Michigan,"Genesee County, MI",2016,4819,11.79,63.02
Michigan,"Genesee County, MI",2017,4739,11.63,62.57
Michigan,"Genesee County, MI",2018,4558,Not Available,Not Available
Michigan,"Genesee County, MI",2019,4582,Not Available,Not Available
Michigan,"Genesee County, MI",,18698,22.91,122.85
Michigan,"Ingham County, MI",2016,3414,11.85,48.94
Michigan,"Ingham County, MI",2017,3237,11.15,46.19
Michigan,"Ingham County, MI",2018,3049,Not Available,Not Available
Michigan,"Ingham County, MI",2019,3056,Not Available,Not Available
Michigan,"Ingham County, MI",,12756,22.06,91.22
Michigan,"Jackson County, MI",2016,1778,11.22,65.5
Michigan,"Jackson County, MI",2017,1772,11.17,65.4
Michigan,"Jackson County, MI",2018,1741,Not Available,Not Available
Michigan,"Jackson County, MI",2019,1661,Not Available,Not Available
Michigan,"Jackson County, MI",,6952,21.92,128.17
Michigan,"Kalamazoo County, MI",2016,3163,12.09,55.02
Michigan,"Kalamazoo County, MI",2017,3033,11.53,52.4
Michigan,"Kalamazoo County, MI",2018,3074,Not Available,Not Available
Michigan,"Kalamazoo County, MI",2019,2991,Not Available,Not Available
Michigan,"Kalamazoo County, MI",,12261,23.37,106.28
Michigan,"Kent County, MI",2016,8811,13.72,66.21
Michigan,"Kent County, MI",2017,8697,13.41,64.54
Michigan,"Kent County, MI",2018,8648,Not Available,Not Available
Michigan,"Kent County, MI",2019,8174,Not Available,Not Available
Michigan,"Kent County, MI",,34330,26.6,128.18
Michigan,"Livingston County, MI",2016,1783,9.45,55.84
Michigan,"Livingston County, MI",2017,1764,9.3,55.12
Michigan,"Livingston County, MI",2018,1704,Not Available,Not Available
Michigan,"Livingston County, MI",2019,1769,Not Available,Not Available
Michigan,"Livingston County, MI",,7020,18.56,109.8
Michigan,"Macomb County, MI",2016,9416,10.85,57.93
Michigan,"Macomb County, MI",2017,9240,10.6,56.85
Michigan,"Macomb County, MI",2018,9171,Not Available,Not Available
Michigan,"Macomb County, MI",2019,9118,Not Available,Not Available
Michigan,"Macomb County, MI",,36945,21.24,113.65
Michigan,"Monroe County, MI",2016,1526,10.23,58.37
Michigan,"Monroe County, MI",2017,1482,9.9,56.67
Michigan,"Monroe County, MI",2018,1468,Not Available,Not Available
Michigan,"Monroe County, MI",2019,1514,Not Available,Not Available
Michigan,"Monroe County, MI",,5990,20.04,114.54
Michigan,"Muskegon County, MI",2016,2127,12.27,67.55
Michigan,"Muskegon County, MI",2017,2125,12.23,67.31
Michigan,"Muskegon County, MI",2018,2051,Not Available,Not Available
Michigan,"Muskegon County, MI",2019,1955,Not Available,Not Available
Michigan,"Muskegon County, MI",,8258,23.79,130.96
Michigan,"Oakland County, MI",2016,13665,10.98,58.98
Michigan,"Oakland County, MI",2017,13235,10.58,57.1
Michigan,"Oakland County, MI",2018,13182,Not Available,Not Available
Michigan,"Oakland County, MI",2019,12899,Not Available,Not Available
Michigan,"Oakland County, MI",,52981,21.24,114.31
Michigan,"Ottawa County, MI",2016,3441,12.19,58.63
Michigan,"Ottawa County, MI",2017,3264,11.4,54.83
Michigan,"Ottawa County, MI",2018,3138,Not Available,Not Available
Michigan,"Ottawa County, MI",2019,3226,Not Available,Not Available
Michigan,"Ottawa County, MI",,13069,22.98,110.55
Michigan,"Saginaw County, MI",2016,2190,11.39,61.98
Michigan,"Saginaw County, MI",2017,2244,11.69,64.05
Michigan,"Saginaw County, MI",2018,2182,Not Available,Not Available
Michigan,"Saginaw County, MI",2019,2117,Not Available,Not Available
Michigan,"Saginaw County, MI",,8733,22.73,124.11
Michigan,"St. Clair County, MI",2016,1589,9.96,58.55
Michigan,"St. Clair County, MI",2017,1462,9.17,54.72
Michigan,"St. Clair County, MI",2018,1543,Not Available,Not Available
Michigan,"St. Clair County, MI",2019,1529,Not Available,Not Available
Michigan,"St. Clair County, MI",,6123,19.2,113.69
Michigan,"Washtenaw County, MI",2016,3692,10.12,43.08
Michigan,"Washtenaw County, MI",2017,3536,9.62,40.96
Michigan,"Washtenaw County, MI",2018,3527,Not Available,Not Available
Michigan,"Washtenaw County, MI",2019,3558,Not Available,Not Available
Michigan,"Washtenaw County, MI",,14313,19.54,83.19
Michigan,"Wayne County, MI",2016,23149,13.23,66.62
Michigan,"Wayne County, MI",2017,23279,13.27,67.35
Michigan,"Wayne County, MI",2018,22910,Not Available,Not Available
Michigan,"Wayne County, MI",2019,22559,Not Available,Not Available
Michigan,"Wayne County, MI",,91897,26.23,132.59
Michigan,"Unidentified Counties, MI",2016,21808,10,60.25
Michigan,"Unidentified Counties, MI",2017,21633,9.91,59.83
Michigan,"Unidentified Counties, MI",2018,21406,2.14,11.38
Michigan,"Unidentified Counties, MI",2019,20772,2.08,11.06
Michigan,"Unidentified Counties, MI",,85619,3.52,19.1
Michigan,,,442659,11.1,58.96
Minnesota,"Anoka County, MN",2016,4223,12.21,65.01
Minnesota,"Anoka County, MN",2017,4215,12,64.01
Minnesota,"Anoka County, MN",2018,4241,Not Available,Not Available
Minnesota,"Anoka County, MN",2019,4186,Not Available,Not Available
Minnesota,"Anoka County, MN",,16865,24.19,128.93
Minnesota,"Dakota County, MN",2016,5291,12.67,66.23
Minnesota,"Dakota County, MN",2017,5147,12.2,63.96
Minnesota,"Dakota County, MN",2018,5140,Not Available,Not Available
Minnesota,"Dakota County, MN",2019,5177,Not Available,Not Available
Minnesota,"Dakota County, MN",,20755,24.73,129.43
Minnesota,"Hennepin County, MN",2016,16495,13.38,64
Minnesota,"Hennepin County, MN",2017,16322,13.04,62.14
Minnesota,"Hennepin County, MN",2018,15845,Not Available,Not Available
Minnesota,"Hennepin County, MN",2019,15431,Not Available,Not Available
Minnesota,"Hennepin County, MN",,64093,25.8,123.16
Minnesota,"Olmsted County, MN",2016,2122,13.86,71.06
Minnesota,"Olmsted County, MN",2017,2113,13.64,69.32
Minnesota,"Olmsted County, MN",2018,2035,Not Available,Not Available
Minnesota,"Olmsted County, MN",2019,2029,Not Available,Not Available
Minnesota,"Olmsted County, MN",,8299,26.94,137.53
Minnesota,"Ramsey County, MN",2016,7731,14.3,67.12
Minnesota,"Ramsey County, MN",2017,7686,14.03,65.77
Minnesota,"Ramsey County, MN",2018,7517,Not Available,Not Available
Minnesota,"Ramsey County, MN",2019,7158,Not Available,Not Available
Minnesota,"Ramsey County, MN",,30092,27.64,129.68
Minnesota,"St. Louis County, MN",2016,1976,9.88,53.14
Minnesota,"St. Louis County, MN",2017,1989,9.95,53.32
Minnesota,"St. Louis County, MN",2018,1813,Not Available,Not Available
Minnesota,"St. Louis County, MN",2019,1901,Not Available,Not Available
Minnesota,"St. Louis County, MN",,7679,19.2,103.09
Minnesota,"Scott County, MN",2016,1893,13.18,66.9
Minnesota,"Scott County, MN",2017,1835,12.58,63.86
Minnesota,"Scott County, MN",2018,1717,Not Available,Not Available
Minnesota,"Scott County, MN",2019,1691,Not Available,Not Available
Minnesota,"Scott County, MN",,7136,24.65,125.12
Minnesota,"Stearns County, MN",2016,2038,13.09,63.75
Minnesota,"Stearns County, MN",2017,2054,13.01,63.7
Minnesota,"Stearns County, MN",2018,2057,Not Available,Not Available
Minnesota,"Stearns County, MN",2019,1989,Not Available,Not Available
Minnesota,"Stearns County, MN",,8138,25.96,126.73
Minnesota,"Washington County, MN",2016,2898,11.45,62.48
Minnesota,"Washington County, MN",2017,2724,10.63,58.18
Minnesota,"Washington County, MN",2018,2732,Not Available,Not Available
Minnesota,"Washington County, MN",2019,2702,Not Available,Not Available
Minnesota,"Washington County, MN",,11056,21.7,118.62
Minnesota,"Wright County, MN",2016,1787,13.48,71.77
Minnesota,"Wright County, MN",2017,1706,12.7,67.62
Minnesota,"Wright County, MN",2018,1767,Not Available,Not Available
Minnesota,"Wright County, MN",2019,1687,Not Available,Not Available
Minnesota,"Wright County, MN",,6947,26.03,138.59
Minnesota,"Unidentified Counties, MN",2016,23295,11.98,68.85
Minnesota,"Unidentified Counties, MN",2017,22804,11.67,67.04
Minnesota,"Unidentified Counties, MN",2018,22480,4.01,20.93
Minnesota,"Unidentified Counties, MN",2019,22076,3.91,20.41
Minnesota,"Unidentified Counties, MN",,90655,5.98,31.99
Minnesota,,,271715,12.16,63.53
Mississippi,"DeSoto County, MS",2016,2191,12.48,59.09
Mississippi,"DeSoto County, MS",2017,2128,11.9,56.76
Mississippi,"DeSoto County, MS",2018,2139,Not Available,Not Available
Mississippi,"DeSoto County, MS",2019,2123,Not Available,Not Available
Mississippi,"DeSoto County, MS",,8581,24.22,115.08
Mississippi,"Harrison County, MS",2016,2790,13.73,68.7
Mississippi,"Harrison County, MS",2017,2673,13.04,65.33
Mississippi,"Harrison County, MS",2018,2662,Not Available,Not Available
Mississippi,"Harrison County, MS",2019,2649,Not Available,Not Available
Mississippi,"Harrison County, MS",,10774,26.39,132.15
Mississippi,"Hinds County, MS",2016,3123,12.95,58.08
Mississippi,"Hinds County, MS",2017,3126,13.05,58.88
Mississippi,"Hinds County, MS",2018,3041,Not Available,Not Available
Mississippi,"Hinds County, MS",2019,3028,Not Available,Not Available
Mississippi,"Hinds County, MS",,12318,25.62,115.28
Mississippi,"Jackson County, MS",2016,1651,11.69,60.42
Mississippi,"Jackson County, MS",2017,1661,11.68,60.66
Mississippi,"Jackson County, MS",2018,1606,Not Available,Not Available
Mississippi,"Jackson County, MS",2019,1574,Not Available,Not Available
Mississippi,"Jackson County, MS",,6492,22.91,118.66
Mississippi,"Rankin County, MS",2016,1802,12,57.82
Mississippi,"Rankin County, MS",2017,1732,11.39,55.4
Mississippi,"Rankin County, MS",2018,1744,Not Available,Not Available
Mississippi,"Rankin County, MS",2019,1736,Not Available,Not Available
Mississippi,"Rankin County, MS",,7014,23.2,112.36
Mississippi,"Unidentified Counties, MS",2016,26371,12.7,65.01
Mississippi,"Unidentified Counties, MS",2017,26037,12.6,64.83
Mississippi,"Unidentified Counties, MS",2018,25808,8.64,43.78
Mississippi,"Unidentified Counties, MS",2019,25526,8.58,43.69
Mississippi,"Unidentified Counties, MS",,103742,10.26,52.37
Mississippi,,,148921,12.48,63.07
Missouri,"Boone County, MO",2016,2093,11.85,46.38
Missouri,"Boone County, MO",2017,2072,11.62,45.74
Missouri,"Boone County, MO",2018,2050,Not Available,Not Available
Missouri,"Boone County, MO",2019,2075,Not Available,Not Available
Missouri,"Boone County, MO",,8290,23.36,91.67
Missouri,"Clay County, MO",2016,2962,12.39,61.52
Missouri,"Clay County, MO",2017,3040,12.52,62.06
Missouri,"Clay County, MO",2018,3105,Not Available,Not Available
Missouri,"Clay County, MO",2019,3087,Not Available,Not Available
Missouri,"Clay County, MO",,12194,25.3,125.54
Missouri,"Franklin County, MO",2016,1248,12.14,69.43
Missouri,"Franklin County, MO",2017,1256,12.16,70.16
Missouri,"Franklin County, MO",2018,1174,Not Available,Not Available
Missouri,"Franklin County, MO",2019,1222,Not Available,Not Available
Missouri,"Franklin County, MO",,4900,23.77,136.58
Missouri,"Greene County, MO",2016,3579,12.4,58.32
Missouri,"Greene County, MO",2017,3339,11.52,54.13
Missouri,"Greene County, MO",2018,3309,Not Available,Not Available
Missouri,"Greene County, MO",2019,3421,Not Available,Not Available
Missouri,"Greene County, MO",,13648,23.59,110.91
Missouri,"Jackson County, MO",2016,9408,13.6,67.01
Missouri,"Jackson County, MO",2017,9291,13.29,65.48
Missouri,"Jackson County, MO",2018,9065,Not Available,Not Available
Missouri,"Jackson County, MO",2019,8838,Not Available,Not Available
Missouri,"Jackson County, MO",,36602,26.32,129.66
Missouri,"Jasper County, MO",2016,1669,14.01,69.52
Missouri,"Jasper County, MO",2017,1596,13.28,66.44
Missouri,"Jasper County, MO",2018,1570,Not Available,Not Available
Missouri,"Jasper County, MO",2019,1542,Not Available,Not Available
Missouri,"Jasper County, MO",,6377,26.65,132.78
Missouri,"Jefferson County, MO",2016,2633,11.74,63.14
Missouri,"Jefferson County, MO",2017,2516,11.24,60.76
