state,county,year,births,birthrate,fertilityrate
Kansas,"Wyandotte County, KS",,10460,31.78,157.31
Kansas,"Unidentified Counties, KS",2016,17323,12.84,70.94
Kansas,"Unidentified Counties, KS",2017,16623,12.37,68.43
Kansas,"Unidentified Counties, KS",2018,16535,5.68,29.52
Kansas,"Unidentified Counties, KS",2019,15898,5.46,28.29
Kansas,"Unidentified Counties, KS",,66379,7.79,41.25
Kansas,,,146228,12.56,65.3
Kentucky,"Boone County, KY",2016,1681,13.08,67.8
Kentucky,"Boone County, KY",2017,1716,13.13,68.11
Kentucky,"Boone County, KY",2018,1695,,
Kentucky,"Boone County, KY",2019,1664,,
Kentucky,"Boone County, KY",,6756,26.06,135.16
Kentucky,"Fayette County, KY",2016,4090,12.84,55.99
Kentucky,"Fayette County, KY",2017,3912,12.15,53.19
Kentucky,"Fayette County, KY",2018,3921,,
Kentucky,"Fayette County, KY",2019,3829,,
Kentucky,"Fayette County, KY",,15752,24.6,107.45
Kentucky,"Hardin County, KY",2016,1441,13.43,70.6
Kentucky,"Hardin County, KY",2017,1449,13.41,70.39
Kentucky,"Hardin County, KY",2018,1431,,
Kentucky,"Hardin County, KY",2019,1342,,
Kentucky,"Hardin County, KY",,5663,26.29,138.14
Kentucky,"Jefferson County, KY",2016,9889,12.92,65.1
Kentucky,"Jefferson County, KY",2017,9908,12.85,64.78
Kentucky,"Jefferson County, KY",2018,9584,,
Kentucky,"Jefferson County, KY",2019,9560,,
Kentucky,"Jefferson County, KY",,38941,25.34,127.74
Kentucky,"Kenton County, KY",2016,2329,14.12,72.22
Kentucky,"Kenton County, KY",2017,2331,14.09,72.26
Kentucky,"Kenton County, KY",2018,2191,,
Kentucky,"Kenton County, KY",2019,2205,,
Kentucky,"Kenton County, KY",,9056,27.41,140.39
Kentucky,"Warren County, KY",2016,1640,13.06,57.21
Kentucky,"Warren County, KY",2017,1714,13.3,58.25
Kentucky,"Warren County, KY",2018,1732,,
Kentucky,"Warren County, KY",2019,1738,,
Kentucky,"Warren County, KY",,6824,26.83,117.47
Kentucky,"Unidentified Counties, KY",2016,34379,12.16,66.45
Kentucky,"Unidentified Counties, KY",2017,33722,11.92,65.54
Kentucky,"Unidentified Counties, KY",2018,33368,7.47,39.27
Kentucky,"Unidentified Counties, KY",2019,32731,7.33,38.6
Kentucky,"Unidentified Counties, KY",,134200,9.2,49.16
Kentucky,,,217192,12.18,63.98
Louisiana,"Ascension Parish, LA",2016,1751,14.4,69.99
Louisiana,"Ascension Parish, LA",2017,1704,13.86,67.74
Louisiana,"Ascension Parish, LA",2018,1687,,
Louisiana,"Ascension Parish, LA",2019,1656,,
Louisiana,"Ascension Parish, LA",,6798,27.8,135.49
Louisiana,"Bossier Parish, LA",2016,1751,13.89,68.29
Louisiana,"Bossier Parish, LA",2017,1627,12.75,62.81
Louisiana,"Bossier Parish, LA",2018,1693,,
Louisiana,"Bossier Parish, LA",2019,1654,,
Louisiana,"Bossier Parish, LA",,6725,26.51,130.48
Louisiana,"Caddo Parish, LA",2016,3364,13.52,67.54
Louisiana,"Caddo Parish, LA",2017,3231,13.1,66.38
Louisiana,"Caddo Parish, LA",2018,3072,,
Louisiana,"Caddo Parish, LA",2019,3151,,
Louisiana,"Caddo Parish, LA",,12818,25.87,130.16
Louisiana,"Calcasieu Parish, LA",2016,3034,15.12,75.34
Louisiana,"Calcasieu Parish, LA",2017,2987,14.75,73.72
Louisiana,"Calcasieu Parish, LA",2018,3057,,
Louisiana,"Calcasieu Parish, LA",2019,2970,,
Louisiana,"Calcasieu Parish, LA",,12048,29.89,149.12
Louisiana,"East Baton Rouge Parish, LA",2016,6125,13.7,60.39
Louisiana,"East Baton Rouge Parish, LA",2017,5975,13.39,59.39
Louisiana,"East Baton Rouge Parish, LA",2018,5780,,
Louisiana,"East Baton Rouge Parish, LA",2019,5730,,
Louisiana,"East Baton Rouge Parish, LA",,23610,26.43,116.86
Louisiana,"Jefferson Parish, LA",2016,5887,13.49,69.87
Louisiana,"Jefferson Parish, LA",2017,5835,13.29,68.86
Louisiana,"Jefferson Parish, LA",2018,5649,,
Louisiana,"Jefferson Parish, LA",2019,5755,,
Louisiana,"Jefferson Parish, LA",,23126,26.41,136.84
Louisiana,"Lafayette Parish, LA",2016,3369,13.96,64.48
Louisiana,"Lafayette Parish, LA",2017,3339,13.77,64.17
Louisiana,"Lafayette Parish, LA",2018,3242,,
Louisiana,"Lafayette Parish, LA",2019,3203,,
Louisiana,"Lafayette Parish, LA",,13153,27.18,126.12
Louisiana,"Livingston Parish, LA",2016,1921,13.71,66.43
Louisiana,"Livingston Parish, LA",2017,1828,13.22,64.56
Louisiana,"Livingston Parish, LA",2018,1771,,
Louisiana,"Livingston Parish, LA",2019,1765,,
Louisiana,"Livingston Parish, LA",,7285,26.17,127.29
Louisiana,"Orleans Parish, LA",2016,4835,12.35,53.67
Louisiana,"Orleans Parish, LA",2017,4619,11.74,51.51
Louisiana,"Orleans Parish, LA",2018,4656,,
Louisiana,"Orleans Parish, LA",2019,4664,,
Louisiana,"Orleans Parish, LA",,18774,23.92,104.44
Louisiana,"Ouachita Parish, LA",2016,2224,14.17,67.42
Louisiana,"Ouachita Parish, LA",2017,2152,13.81,66.57
Louisiana,"Ouachita Parish, LA",2018,2063,,
Louisiana,"Ouachita Parish, LA",2019,2052,,
Louisiana,"Ouachita Parish, LA",,8491,27.14,130
Louisiana,"Rapides Parish, LA",2016,1840,13.89,71.96
Louisiana,"Rapides Parish, LA",2017,1724,13.1,67.95
Louisiana,"Rapides Parish, LA",2018,1717,,
Louisiana,"Rapides Parish, LA",2019,1638,,
Louisiana,"Rapides Parish, LA",,6919,26.2,135.82
Louisiana,"St. Tammany Parish, LA",2016,3089,12.18,66.26
Louisiana,"St. Tammany Parish, LA",2017,2865,11.18,60.81
Louisiana,"St. Tammany Parish, LA",2018,2932,,
Louisiana,"St. Tammany Parish, LA",2019,2859,,
Louisiana,"St. Tammany Parish, LA",,11745,23.03,125.3
Louisiana,"Tangipahoa Parish, LA",2016,1984,15.18,72.16
Louisiana,"Tangipahoa Parish, LA",2017,1986,14.99,72.01
Louisiana,"Tangipahoa Parish, LA",2018,1916,,
Louisiana,"Tangipahoa Parish, LA",2019,1882,,
Louisiana,"Tangipahoa Parish, LA",,7768,29.51,141.05
Louisiana,"Terrebonne Parish, LA",2016,1570,13.87,70.57
Louisiana,"Terrebonne Parish, LA",2017,1544,13.78,70.51
Louisiana,"Terrebonne Parish, LA",2018,1506,,
